iter	Passed	Remaining
142	1901	11395
143	1914	11377
144	1924	11350
145	1937	11334
146	1951	11324
147	1965	11312
148	1976	11291
149	1994	11302
150	2005	11278
151	2018	11262
152	2033	11255
153	2046	11243
154	2058	11222
155	2071	11205
156	2084	11194
157	2098	11181
158	2110	11161
159	2121	11139
160	2134	11124
161	2148	11113
162	2162	11104
163	2176	11096
164	2188	11074
165	2201	11060
166	2214	11047
167	2228	11034
168	2241	11022
169	2254	11004
170	2266	10988
171	2280	10976
172	2295	10971
173	2309	10962
174	2323	10952
175	2335	10935
176	2349	10923
177	2362	10910
178	2376	10899
179	2389	10886
180	2401	10865
181	2414	10853
182	2428	10842
183	2446	10848
184	2459	10834
185	2472	10820
186	2486	10809
187	2498	10791
188	2511	10775
189	2524	10762
190	2537	10747
191	2549	10727
192	2562	10715
193	2575	10699
194	2589	10689
195	2603	10678
196	2615	10659
197	2628	10645
198	2641	10634
199	2655	10622
200	2669	10612
201	2682	10597
202	2694	10580
203	2707	10565
204	2721	10552
205	2734	10541
206	2747	10524
207	2759	10509
208	2773	10495
209	2786	10483
210	2800	10471
211	2811	10451
212	2826	10441
213	2840	10431
214	2852	10415
215	2865	10401
216	2877	10381
217	2889	10365
218	2907	10369
219	2922	10361
220	2935	10348
221	2949	10337
222	2961	10318
223	2972	10297
224	2985	10284
225	2999	10272
226	3012	10257
227	3025	10244
228	3038	10231
229	3052	10220
230	3066	10208
231	3079	10194
232	3090	10173
233	3104	10163
234	3118	10151
235	3131	10137
236	3145	10125
237	3157	10107
238	3169	10092
239	3183	10079
240	3195	10064
241	3207	10047
242	3219	10028
243	3232	10016
244	3246	10004
245	3259	9990
246	3271	9972
247	3285	9963
248	3302	9959
249	3316	9948
250	3329	9935
251	3342	9921
252	3355	9906
253	3368	9893
254	3381	9880
255	3395	9868
256	3409	9857
257	3422	9843
258	3434	9826
259	3448	9814
260	3462	9802
261	3475	9789
262	3489	9778
263	3500	9759
264	3513	9745
265	3528	9735
266	3541	9721
267	3554	9709
268	3566	9691
269	3579	9678
270	3593	9666
271	3606	9653
272	3618	9636
273	3630	9620
274	3644	9608
275	3657	9594
276	3670	9580
277	3684	9568
278	3697	9555
279	3709	9539
280	3723	9526
281	3736	9513
282	3753	9509
283	3766	9495
284	3779	9481
285	3790	9464
286	3804	9450
287	3817	9438
288	3831	9426
289	3843	9410
290	3855	9392
291	3870	9385
292	3884	9372
293	3897	9358
294	3909	9343
295	3921	9327
296	3935	9314
297	3949	9304
298	3962	9291
299	3976	9279
300	3991	9268
301	4003	9252
302	4016	9240
303	4031	9229
304	4045	9218
305	4058	9205
306	4070	9188
307	4083	9174
308	4097	9161
309	4110	9150
310	4124	9137
311	4136	9120
312	4149	9107
313	4162	9093
314	4175	9080
315	4188	9065
316	4199	9048
317	4217	9045
318	4230	9031
319	4243	9017
320	4255	9001
321	4267	8985
322	4280	8971
323	4294	8959
324	4307	8946
325	4318	8928
326	4331	8914
327	4345	8903
328	4360	8893
329	4375	8882
330	4389	8871
331	4400	8853
332	4413	8840
333	4427	8828
334	4440	8815
335	4454	8802
336	4466	8788
337	4479	8772
338	4492	8758
339	4506	8748
340	4520	8736
341	4532	8720
342	4545	8707
343	4560	8696
344	4574	8684
345	4587	8670
346	4601	8658
347	4615	8647
348	4630	8637
349	4642	8622
350	4656	8609
351	4669	8595
352	4683	8584
353	4695	8568
354	4708	8555
355	4722	8543
356	4735	8529
357	4748	8515
358	4760	8500
359	4774	8488
360	4787	8475
361	4801	8461
362	4815	8449
363	4825	8432
364	4838	8417
365	4852	8406
366	4866	8394
367	4879	8379
368	4890	8363
369	4904	8351
370	4918	8338
371	4932	8327
372	4946	8315
373	4959	8301
374	4971	8285
375	4984	8272
376	4996	8257
377	5009	8243
378	5027	8237
379	5041	8224
380	5054	8211
381	5066	8196
382	5078	8181
383	5091	8167
384	5104	8154
385	5118	8141
386	5130	8126
387	5142	8110
388	5155	8098
389	5169	8085
390	5182	8071
391	5193	8054
392	5208	8044
393	5222	8032
394	5237	8021
395	5250	8009
396	5264	7995
397	5275	7980
398	5288	7966
399	5302	7954
400	5316	7941
401	5330	7929
402	5343	7915
403	5356	7901
404	5369	7888
405	5383	7876
406	5396	7862
407	5408	7847
408	5421	7833
409	5435	7822
410	5451	7812
411	5465	7800
412	5478	7787
413	5492	7774
414	5505	7760
415	5518	7747
416	5532	7734
417	5545	7720
418	5557	7706
419	5569	7691
420	5583	7678
421	5596	7665
422	5611	7654
423	5626	7643
424	5641	7632
425	5653	7618
426	5667	7605
427	5680	7592
428	5694	7579
429	5708	7566
430	5719	7550
431	5732	7537
432	5746	7524
433	5759	7511
434	5772	7498
435	5788	7487
436	5801	7473
437	5815	7461
438	5828	7448
439	5843	7437
440	5861	7429
441	5874	7416
442	5889	7404
443	5900	7388
444	5914	7376
445	5928	7364
446	5943	7352
447	5956	7339
448	5968	7324
449	5982	7311
450	5995	7298
451	6010	7286
452	6024	7274
453	6037	7261
454	6050	7246
455	6062	7232
456	6076	7219
457	6089	7205
458	6102	7192
459	6116	7179
460	6128	7165
461	6141	7151
462	6154	7138
463	6168	7125
464	6181	7111
465	6194	7098
466	6207	7084
467	6221	7072
468	6234	7059
469	6248	7045
470	6260	7031
471	6277	7022
472	6290	7008
473	6303	6995
474	6317	6982
475	6329	6967
476	6342	6954
477	6355	6940
478	6370	6928
479	6384	6916
480	6396	6901
481	6408	6887
482	6429	6882
483	6444	6870
484	6457	6857
485	6472	6845
486	6486	6832
487	6499	6818
488	6512	6805
489	6526	6792
490	6539	6778
491	6552	6765
492	6565	6751
493	6578	6738
494	6590	6724
495	6603	6710
496	6616	6696
497	6630	6684
498	6644	6670
499	6655	6655
500	6668	6641
501	6681	6628
502	6695	6616
503	6710	6603
504	6722	6589
505	6740	6581
506	6752	6565
507	6764	6551
508	6778	6539
509	6792	6526
510	6805	6512
511	6817	6497
512	6830	6484
513	6844	6471
514	6858	6458
515	6872	6445
516	6883	6430
517	6897	6417
518	6911	6405
519	6925	6393
520	6939	6379
521	6951	6365
522	6963	6351
523	6976	6337
524	6992	6326
525	7007	6314
526	7020	6301
527	7032	6286
528	7046	6273
529	7060	6260
530	7073	6247
531	7087	6234
532	7099	6220
533	7112	6206
534	7125	6193
535	7139	6180
536	7152	6167
537	7164	6152
538	7177	6138
539	7194	6128
540	7207	6115
541	7221	6102
542	7235	6089
543	7248	6076
544	7261	6062
545	7275	6049
546	7289	6037
547	7303	6024
548	7317	6011
549	7330	5997
550	7343	5983
551	7356	5970
552	7370	5957
553	7384	5944
554	7397	5931
555	7409	5916
556	7422	5903
557	7436	5890
558	7450	5877
559	7462	5863
560	7474	5849
561	7488	5836
562	7502	5823
563	7516	5810
564	7530	5797
565	7541	5782
566	7555	5769
567	7569	5756
568	7582	5743
569	7599	5733
570	7614	5720
571	7627	5707
572	7639	5692
573	7653	5679
574	7667	5666
575	7681	5654
576	7694	5641
577	7706	5626
578	7719	5613
579	7733	5600
580	7748	5587
581	7761	5574
582	7775	5561
583	7786	5546
584	7800	5533
585	7815	5521
586	7829	5508
587	7843	5496
588	7857	5482
589	7868	5468
590	7882	5454
591	7895	5441
592	7909	5428
593	7922	5414
594	7934	5400
595	7947	5387
596	7962	5374
597	7975	5361
598	7989	5348
599	8001	5334
600	8020	5324
601	8031	5309
602	8052	5301
603	8063	5286
604	8077	5273
605	8091	5260
606	8104	5247
607	8116	5233
608	8130	5219
609	8144	5206
610	8158	5194
611	8172	5181
612	8186	5168
613	8199	5154
614	8211	5140
615	8225	5127
616	8238	5114
617	8252	5101
618	8266	5088
619	8279	5074
620	8293	5061
621	8306	5048
622	8321	5035
623	8335	5022
624	8347	5008
625	8359	4994
626	8373	4981
627	8387	4968
628	8401	4955
629	8416	4943
630	8432	4931
631	8443	4916
632	8456	4903
633	8469	4889
634	8483	4876
635	8496	4862
636	8508	4848
637	8521	4835
638	8535	4822
639	8550	4809
640	8564	4796
641	8577	4783
642	8590	4769
643	8603	4755
644	8616	4742
645	8630	4729
646	8641	4714
647	8655	4701
648	8670	4689
649	8683	4675
650	8697	4662
651	8711	4649
652	8723	4635
653	8737	4622
654	8751	4609
655	8764	4596
656	8778	4582
657	8789	4568
658	8803	4555
659	8817	4542
660	8833	4530
661	8847	4517
662	8860	4503
663	8872	4489
664	8885	4476
665	8899	4462
666	8913	4450
667	8926	4436
668	8939	4422
669	8951	4409
670	8965	4395
671	8980	4383
672	8994	4370
673	9007	4356
674	9051	4357
675	9078	4351
676	9100	4341
677	9117	4330
678	9133	4317
679	9148	4305
680	9162	4292
681	9176	4278
682	9189	4265
683	9202	4251
684	9214	4237
685	9230	4225
686	9243	4211
687	9256	4197
688	9269	4183
689	9281	4169
690	9295	4156
691	9308	4143
692	9322	4130
693	9335	4116
694	9347	4102
695	9360	4088
696	9375	4075
697	9388	4062
698	9401	4048
699	9413	4034
700	9427	4020
701	9440	4007
702	9454	3994
703	9468	3981
704	9482	3967
705	9494	3953
706	9507	3940
707	9521	3927
708	9535	3913
709	9550	3900
710	9562	3886
711	9575	3873
712	9591	3860
713	9605	3847
714	9618	3833
715	9634	3821
716	9649	3808
717	9662	3794
718	9674	3781
719	9688	3767
720	9701	3754
721	9714	3740
722	9726	3726
723	9739	3712
724	9753	3699
725	9767	3686
726	9782	3673
727	9796	3660
728	9807	3645
729	9820	3632
730	9834	3618
731	9847	3605
732	9861	3591
733	9873	3578
734	9887	3564
735	9902	3551
736	9915	3538
737	9929	3525
738	9943	3511
739	9955	3497
740	9968	3484
741	9981	3470
742	9994	3457
743	10008	3443
744	10021	3430
745	10038	3417
746	10050	3404
747	10065	3391
748	10078	3377
749	10091	3363
750	10104	3350
751	10119	3337
752	10132	3323
753	10145	3310
754	10160	3297
755	10174	3283
756	10186	3270
757	10199	3256
758	10213	3243
759	10228	3229
760	10241	3216
761	10255	3203
762	10268	3189
763	10280	3175
764	10294	3162
765	10309	3149
766	10324	3136
767	10338	3122
768	10350	3109
769	10363	3095
770	10376	3082
771	10390	3068
772	10404	3055
773	10416	3041
774	10429	3027
775	10442	3014
776	10456	3000
777	10470	2987
778	10485	2974
779	10501	2962
780	10514	2948
781	10528	2934
782	10541	2921
783	10553	2907
784	10567	2894
785	10579	2880
786	10592	2866
787	10607	2853
788	10621	2840
789	10636	2827
790	10651	2814
791	10665	2801
792	10677	2787
793	10690	2773
794	10704	2760
795	10718	2746
796	10733	2733
797	10750	2721
798	10764	2707
799	10777	2694
800	10790	2680
801	10804	2667
802	10817	2653
803	10832	2640
804	10846	2627
805	10859	2613
806	10873	2600
807	10887	2587
808	10904	2574
809	10917	2560
810	10931	2547
811	10946	2534
812	10959	2520
813	10971	2506
814	10985	2493
815	10999	2480
816	11013	2467
817	11028	2453
818	11044	2440
819	11056	2427
820	11070	2413
821	11083	2400
822	11098	2386
823	11111	2373
824	11123	2359
825	11136	2346
826	11151	2332
827	11165	2319
828	11180	2306
829	11194	2292
830	11208	2279
831	11220	2265
832	11234	2252
833	11247	2238
834	11261	2225
835	11276	2212
836	11288	2198
837	11307	2185
838	11321	2172
839	11333	2158
840	11348	2145
841	11363	2132
842	11377	2118
843	11392	2105
844	11407	2092
845	11421	2079
846	11433	2065
847	11448	2052
848	11462	2038
849	11475	2025
850	11489	2011
851	11503	1998
852	11516	1984
853	11529	1971
854	11543	1957
855	11557	1944
856	11571	1930
857	11584	1917
858	11597	1903
859	11610	1890
860	11625	1876
861	11639	1863
862	11653	1850
863	11667	1836
864	11681	1823
865	11699	1810
866	11711	1796
867	11725	1783
868	11739	1769
869	11756	1756
870	11770	1743
871	11784	1729
872	11797	1716
873	11810	1702
874	11823	1689
875	11838	1675
876	11852	1662
877	11866	1648
878	11880	1635
879	11892	1621
880	11907	1608
881	11920	1594
882	11934	1581
883	11948	1567
884	11960	1554
885	11974	1540
886	11988	1527
887	12002	1513
888	12015	1500
889	12030	1486
890	12043	1473
891	12056	1459
892	12069	1446
893	12086	1433
894	12100	1419
895	12114	1406
896	12129	1392
897	12142	1379
898	12155	1365
899	12168	1352
900	12183	1338
901	12198	1325
902	12212	1311
903	12226	1298
904	12241	1285
905	12253	1271
906	12267	1257
907	12282	1244
908	12296	1231
909	12310	1217
910	12324	1204
911	12336	1190
912	12350	1176
913	12364	1163
914	12378	1149
915	12393	1136
916	12406	1122
917	12418	1109
918	12433	1095
919	12446	1082
920	12461	1068
921	12475	1055
922	12491	1042
923	12506	1028
924	12521	1015
925	12533	1001
926	12547	988
927	12561	974
928	12575	961
929	12588	947
930	12601	933
931	12614	920
932	12628	906
933	12643	893
934	12657	879
935	12670	866
936	12684	852
937	12698	839
938	12712	825
939	12727	812
940	12741	798
941	12754	785
942	12767	771
943	12780	758
944	12793	744
945	12807	731
946	12821	717
947	12835	704
948	12848	690
949	12862	676
950	12875	663
951	12889	649
952	12907	636
953	12920	623
954	12934	609
955	12948	595
956	12960	582
957	12975	568
958	12988	555
959	13001	541
960	13015	528
961	13026	514
962	13040	501
963	13055	487
964	13069	474
965	13083	460
966	13098	446
967	13112	433
968	13124	419
969	13138	406
970	13152	392
971	13165	379
972	13181	365
973	13196	352
974	13209	338
975	13221	325
976	13235	311
977	13251	298
978	13266	284
979	13279	271
980	13292	257
981	13310	243
982	13323	230
983	13336	216
984	13351	203
985	13366	189
986	13380	176
987	13393	162
988	13406	149
989	13420	135
990	13435	122
991	13450	108
992	13465	94
993	13481	81
994	13498	67
995	13513	54
996	13529	40
997	13545	27
998	13560	13
999	13576	0
